,municipio,escrutinio,input_text,target_text
5142,Montcada i Reixac,74.78,BARCELONA EN COMÚ-ECG | 24.42 | 7 | <null> && PSOE | 21.96 | 6 | 2 más && ERC-AM | 19.46 | 5 | 2 más && Cs | 10.41 | 3 | <null> && Capgirem BCN - AMUNT | 4.8 | 0 | <null> && JUNTS | 4.74 | 0 | <null> && VIVIMiR | 4.32 | 0 | <null> && ApMiR | 3.86 | 0 | <null> && PP | 3.69 | 0 | 1 menos && VOX | 1.76 | 0 | <null>,"Con un 74.78% de los votos escrutados, ECPMIR-ECG vencería en las elecciones municipales de Montcada i Reixac con siete concejales. Según la información ofrecida en este momento por el Ministerio del Interior, El Pont de Suert en Comú Podem - en Comú Guanyem se habría hecho con un 24,42% de las papeletas que le serviría para estar por delante del PSC-CP, que con seis representantes, conseguiría dos más que en las anteriores votaciones en esta localidad; ERC-AM, con cinco, dos más que en los pasados sufragios; y Cs, que con un 10,41% obtendría tres miembros del Ayuntamiento. Tal resultado dejaría sin representación a CUP-Amunt, opción elegida por el 4,8%; y a Junts per Montcada, con un 4,74%."
6658,Valga,89.17,PP | 63.0 | 9 | 0 && PSOE | 24.74 | 3 | 1 menos && MAREAS  LOCAIS | 11.51 | 1 | <null>,"Con un 89.17% de los votos escrutados, el PP ganaría las elecciones municipales de Valga con nueve concejales, lo cual supondría el mismo número de asientos que durante los anteriores comicios en esta localidad. El 63% de las papeletas le habría servido al partido de Génova para superar al PsdeG-PSOE y a Valga Viva - Mareas Locais, que obtendrían tres (24,74%) y un edil (11,51%), respectivamente. "
7879,Alfarrasí,40.88,PSOE | 63.12 | 6 | 1 más && PP | 36.62 | 3 | 1 menos,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 40.88%, el PSOE triunfaría en Alfarrasí con seis concejales, lo cual se traduciría en uno más que los registrados en la región durante los pasados comicios. La organización de Ferraz se habría hecho con el 63,12% de los votos, porcentaje que le valdría para estar por delante del PP, que obtendría tres concejales, uno menos que en la pasada ocasión en este municipio, según los datos ofrecidos hasta el momento por el Ministerio del Interior. "
5178,Piera,96.36,ERC-AM | 26.97 | 5 | 0 && PSOE | 22.58 | 4 | 1 más && JUNTS | 20.3 | 4 | <null> && Cs | 9.7 | 1 | <null> && BARCELONA EN COMÚ-ECG | 7.43 | 1 | <null> && Capgirem BCN - AMUNT | 7.08 | 1 | <null> && PP | 5.14 | 1 | 0,"ERC / AM sería la fuerza política preferida en Piera, al hacerse con cinco concejales cuando el recuento de las elecciones municipales supera el 96.36% de escrutinio, lo cual significaría el mismo número de representantes que durante los anteriores comicios en esta localidad. Un 26,97% de las papeletas le habría servido para erigirse en la mayor fuerza política de la región por delante del Partit dels Socialistes de Catalunya - Candidatura de Progrés, que con cuatro ediles, lograría uno más que en las pasadas votaciones en esta localidad; Junts per Piera, que se haría con cuatro; Cs, con uno;; AED-ECG, con uno; CUP-Amunt, con uno; y el PP, que con uno sería la última fuerza en obtener representantes en la circunscripción. "
6834,Villanueva de la Cañada,60.91,PP | 52.54 | 13 | 4 más && Cs | 15.28 | 4 | <null> && VOX | 10.7 | 2 | 1 más && PSOE | 9.47 | 2 | 1 más && MÁS MADRID | 3.54 | 0 | <null> && PODEMOS | 2.99 | 0 | <null> && PACT-LIH-GMLV | 2.34 | 0 | <null> && UCIN | 1.7 | 0 | <null> && IU-MpM | 0.53 | 0 | <null>,"Con un 60.91% de los votos escrutados, el PP triunfaría en las elecciones municipales de Villanueva de la Cañada con 13 concejales, lo que supondría un mejor resultado en la región que en los comicios anteriores, pues se traduce en cuatro asientos más. Según la información ofrecida en este momento por el Ministerio del Interior, el partido de Génova se habría hecho con un 52,51% de las papeletas que le valdría para estar por delante de Cs, que con cuatro ediles, conseguiría uno más que en las anteriores votaciones en esta localidad; Vox, con dos, uno más que en los sufragios anteriores; y el PSOE, que con un 9,47% obtendría dos miembros del Ayuntamiento. Tal resultado dejaría sin representación a MMV, opción elegida por el 3,57%; y a Podemos, con un 2,98%."
7962,Xirivella,3.18,PSOE | 35.27 | 9 | 3 más && PP | 31.04 | 7 | 0 && COMPROMÍS MUNICIPAL | 11.17 | 2 | <null> && Cs | 10.09 | 2 | <null> && PODEMOS | 6.16 | 1 | <null> && EUPV - SA | 4.52 | 0 | <null> && ESPAÑA2000 | 1.14 | 0 | <null>,"Con un 3.18% de los votos escrutados, el PSOE ganaría las elecciones municipales de Xirivella con nueve concejales, lo que supondría tres representantes más que en los comicios anteriores. La formación socialista habría logrado un 35,27% de los votos, mientras que en segundo lugar se situaría el PP, que con siete ediles lograría el mismo número que en las pasadas votaciones en el municipio; seguido de Compromís Municipal, con dos. Por detrás estarían Cs, con dos representantes y un 10,09% de las papeletas; y Podem, con uno y un 6,16%. Peor suerte correrían EUPV - SE, que con un 4,52% no se sentaría en el Salón de Plenos; y España 2000, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 1,14%."
6395,Mañón,7.55,PP | 64.5 | 6 | 0 && PSOE | 34.69 | 3 | 0,"El PP sería la fuerza política más votada en Mañón, al hacerse con seis concejales cuando el recuento de las elecciones municipales supera el 7.55% de escrutinio, lo cual significaría una cantidad similar que en los pasados comicios. El partido de Génova se habría hecho con el 64,5% de las papeletas, porcentaje que le valdría para estar por delante del PsdeG-PSOE, que con tres ediles conseguiría el mismo número que en las anteriores votaciones en el municipio, según los datos ofrecidos hasta el momento por el Ministerio del Interior. "
944,Sariñena,91.04,PAR | 30.8 | 4 | 1 menos && PSOE | 30.38 | 4 | 0 && Cs | 14.35 | 1 | <null> && PP | 12.63 | 1 | 1 menos && CHA | 7.55 | 1 | 1 más && I.U. | 3.49 | 0 | <null>,"Cuando el escrutinio de elecciones municipales registra un 91.04%, El PAR sería la fuerza política más votada en Sariñena a nivel porcentual, al hacerse con el 30,96% de los votos que; sin embargo, le procuraría cuatro concejales, los mismos que el PSOE pese a hacerse con un 30,31%. Por detrás de ellos aparecerían Cs, con uno, al hacerse con el 14,32%; el PP, con un miembro del Ayuntamiento (12,6%); y CHA, con uno (7,53%). Fuera estaría IU, como ya ocurrió en los comicios anteriores, al recabar un 3,49% de apoyos."
5248,Sant Pere de Torelló,14.76,ERC-AM | 92.03 | 11 | 0,"EPS-AM sería la fuerza política preferida en Sant Pere de Torelló, al hacerse con 11 concejales cuando el recuento de las elecciones municipales supera el 14.76% de escrutinio, lo cual supondría el mismo número de asientos que durante la pasada edición de los comicios en esta localidad. "
6493,Portomarín,33.66,PP | 56.94 | 5 | 0 && PSOE | 40.0 | 4 | 0 && BNG | 2.34 | 0 | 0,"El PP sería la fuerza política preferida en Portomarín, al hacerse con cinco concejales cuando el recuento de las elecciones municipales llega al 33.66% de escrutinio, lo cual se traduciría en una cantidad similar que en los anteriores comicios. Atendiendo a los datos que se conocen en este momento, la primera plaza ocupada por la formación popular respondería al 56,94% de los votos. El segundo puesto iría a parar al PsdeG-PSOE, que con cuatro ediles conseguiría el mismo número que en las pasadas votaciones en el municipio. El 2,34% alcanzado por BNG sería insuficiente para entrar en el concejo municipal."
5987,Cabeza del Buey,78.55,PSOE | 69.3 | 8 | 0 && PP | 29.01 | 3 | 2 menos,"El PSOE sería la fuerza política más votada en Cabeza del Buey, al hacerse con ocho concejales cuando el recuento de las elecciones municipales supera el 78.55% de escrutinio, lo cual se traduciría en el mismo número de representantes que durante los pasados comicios en esta localidad. Atendiendo a los datos que se tienen en este momento, la primera plaza ocupada por la formación socialista respondería al 69,3% de los votos. El segundo puesto quedaría en manos del PP, que con tres concejales, lograría dos menos que en las pasadas votaciones en esta localidad. "
5048,Calaf,49.77,ERC-AM | 60.46 | 7 | 2 más && V.V. | 24.57 | 3 | <null> && JUNTS | 12.14 | 1 | <null>,"Junts per Calaf - Acord Municipal sería la fuerza política preferida en Calaf, al hacerse con siete concejales cuando el recuento de las elecciones municipales supera el 49.77% de escrutinio, lo cual supondría dos asientos más que en los comicios anteriores. El 60,46% de las papeletas le habría servido a Esquerra Republicana para superar a GIC-VV y a Junts per Catalunya, que obtendrían tres (24,57%) y un edil (12,14%), respectivamente. "
3894,Doñinos de Salamanca,19.6,Cs | 48.19 | 6 | <null> && PP | 26.88 | 3 | 1 más && PSOE | 22.34 | 2 | 2 menos,"Con un 19.6% de los votos escrutados, Cs vencería en las elecciones municipales de Doñinos de Salamanca con seis concejales, lo cual supondría un mejor resultado en la región que en los pasados comicios, pues se traduce en tres representantes más. De acuerdo a los datos que se manejan hasta el momento, el partido naranja se haría con un 48,19% de los votos en juego, seguido del PP, con tres ediles (26,88% de los votos); y del PSOE, con dos asientos (22,34%). "
6568,Padrenda,77.48,PP | 60.26 | 6 | 1 menos && PSOE | 33.21 | 3 | 1 más && Cs | 5.71 | 0 | <null>,"Con un 77.48% de los votos escrutados, el PP triunfaría en las elecciones municipales de Padrenda con seis concejales, lo que se traduciría en un representante menos que durante los pasados comicios en esta localidad. La formación popular habría logrado un 60,26% de los votos, mientras que en segundo lugar aparecería el PsdeG-PSOE, que con tres ediles, obtendría uno más que en las anteriores votaciones en esta localidad. Fuera estaría Cs, como ya ocurrió en los comicios anteriores, al recabar un 5,71% de apoyos."
7345,Loiu,14.16,EAJ-PNV | 70.03 | 9 | 1 más && EH Bildu | 17.1 | 2 | <null> && PP | 5.78 | 0 | 1 menos && PSOE | 5.16 | 0 | 0,"EAJ-PNV sería la fuerza política más votada en Loiu, al hacerse con nueve concejales cuando el recuento de las elecciones municipales llega al 14.16% de escrutinio, lo que supondría uno más que los registrados en la región durante los anteriores comicios. La formación nacionalista vasca se habría hecho con el 70,03% de las papeletas, porcentaje que le valdría para estar por delante de EH Bildu, que con dos ediles conseguiría el mismo número que en las pasadas votaciones en el municipio, según los datos ofrecidos hasta el momento por el Ministerio del Interior. "
6546,"Gudiña, A",37.77,PP | 53.85 | 5 | <null> && BNG | 23.08 | 2 | <null> && PSOE | 22.56 | 2 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 37.77%, el PP se impondría en A Gudiña con cinco concejales, lo que se traduciría en un representante menos que durante los pasados comicios en esta localidad. La formación popular acapararía un 53,85% de los votos, mientras que en segundo lugar aparecería BNG, que habría conseguido dos ediles (23,08%); seguido del PsdeG-PSOE, con un 22,56% de los votos y dos asientos. "
807,Altorricón,32.13,PSOE | 47.87 | 5 | 1 menos && PP | 29.63 | 3 | 0 && PAR | 18.66 | 1 | 1 más,"Con un 32.13% de los votos escrutados, el PSOE ganaría las elecciones municipales de Altorricón con cinco concejales, lo cual supondría un representante menos que durante los pasados comicios en este municipio. El 47,87% de las papeletas le habría servido a la organización de Ferraz para superar al PP y al PAR, que obtendrían tres (29,63%) y un edil (18,66%), respectivamente. "
7974,Faura,52.29,PSOE | 62.04 | 7 | 0 && COMPROMÍS MUNICIPAL | 18.57 | 2 | <null> && PP | 18.19 | 2 | 0,"Con un 52.29% de los votos escrutados, el PSOE ganaría las elecciones municipales de Faura con siete concejales, lo que significaría el mismo número de representantes que durante los anteriores comicios en esta localidad. El 62,04% de las papeletas le habría servido a la formación socialista para superar a Junts per Faura – ERC y al PP, que obtendrían dos (18,57%) y dos ediles (18,19%), respectivamente. "
5530,Vilablareix,18.51,ERC-AM | 65.41 | 8 | 0 && CANIT-IDC | 14.68 | 1 | <null> && JUNTS | 7.76 | 1 | <null> && PSOE | 7.71 | 1 | 0 && PP | 2.76 | 0 | 0,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 18.51%, ERC-AM vencería en Vilablareix con ocho concejales, lo cual significaría una cantidad similar que en los anteriores comicios. Esquerra Republicana habría obtenido un 65,41% de los votos, mientras que en la segunda plaza aparecería Units per Vilablareix - Independents de Catalunya, con un edil; seguido de Junts per Catalunya - Vilablareix, que se quedaría con un concejal (7,76%); y el PSC-CP, que conseguiría uno, con un 7,71%. A las puertas del Salón de Plenos se quedaría el PP, como ya ocurrió en los comicios anteriores, con un 2,76%."
5302,Torrelavit,55.78,JUNTS | 44.27 | 4 | <null> && ERC-AM | 30.64 | 3 | <null> && GOOB - FIC | 22.92 | 2 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 55.78%, Junts triunfaría en Torrelavit con cuatro concejales. De acuerdo a los datos que se manejan hasta el momento, la formación nacionalista se haría con un 44,27% de los votos en juego, seguido de ERC-AM, con tres ediles (30,64% de los votos); y de VIT-FIC, con dos asientos (22,92%). "
6701,Casarrubuelos,1.25,LIH - GMLV | 30.97 | 4 | <null> && PP | 23.01 | 3 | 2 menos && P.I.A.C. | 12.16 | 1 | <null> && PSOE | 10.0 | 1 | 0 && IU-MpM | 7.61 | 1 | <null> && Cs | 7.5 | 1 | <null> && PODEMOS | 7.39 | 0 | <null>,"Con un 1.25% de los votos escrutados, LIH-GMLV ganaría las elecciones municipales de Casarrubuelos con cuatro concejales. La Izquierda Hoy - los Verdes habría obtenido un 30,97% de los votos, mientras que en segundo lugar se situaría el PP, que con tres representantes, se haría con dos menos que en las anteriores votaciones en esta localidad; seguido del Partido Independiente Alternativo Casarrubuelos, con uno. El cuarto lugar lo ocuparía el PSOE, que se habría hecho con uno, seguido de Izquierda Unida Madrid en Pie —7,61%— que consigue uno y de Cs —7,5%— con uno. Fuera estaría Podemos, como ya ocurrió en los comicios anteriores, al recabar un 7,39% de apoyos."
6084,Santa Amalia,60.18,PSOE | 51.09 | 6 | 1 más && PP | 48.14 | 5 | 1 menos,"Con un 60.18% de los votos escrutados, el PSOE ganaría las elecciones municipales de Santa Amalia con seis concejales, lo que se traduciría en un asiento más que durante los anteriores comicios en esta localidad. Atendiendo a los datos que se conocen en este momento, la primera plaza ocupada por la formación socialista se correspondería con el 51,09% de los votos. El segundo puesto quedaría en manos del PP, que obtendría cinco ediles, uno menos que en la pasada ocasión en esta localidad. "
4278,Navas de Oro,68.59,PSOE | 50.96 | 5 | <null> && PP | 46.39 | 4 | 0,"Con un 68.59% de los votos escrutados, el PSOE triunfaría en las elecciones municipales de Navas de Oro con cinco concejales. La organización de Ferraz se habría hecho con el 50,96% de las papeletas, porcentaje que le valdría para estar por delante del PP, que con cuatro ediles lograría el mismo número que en las anteriores votaciones en el municipio, según los datos ofrecidos hasta el momento por el Ministerio del Interior. "
